"","year","state","st","gov_name","term_in_office","gov_party","last_term","term_length","limit_type","lame_duck_last_term","gov_pres_same_elect_year","gov_pres_same_party","winner_endorsements","winner_primary_candidates","runnerup_endorsements","runnerup_primary_candidates","unemployment","state_cpi","gross_state_product","change_gsp","total_debt_outstanding_gsp","change_total_debt_outstanding_gsp","scaled_total_debt_outstanding_gsp","change_scaled_total_debt_outstanding_gsp","electoral_competitiveness","citizen_ideology","state_ideology","stimson_mood","gub_dem_vote_prop","votes_for_runnerup","votes_for_winner","total_gub_votes","winner_vote_proportion","runnerup_vote_proportion","diff_vote_proportion","mean_gub_approve","mean_gub_disapprove","Republican_Popular_Vote","Democrat_Popular_Vote","Third_Party_Popular_Vote","total_popular_votes","Republican_Popular_Vote_Proportion","Democrat_Popular_Vote_Proportion","Third_Party_Popular_Vote_Proportion","mean_pres_approve","mean_pres_disapprove","pres_party"
"528",2005,"Montana","MT","Schweitzer, Brian",1,1,0,4,2,0,0,1,0,2,NA,NA,4.12916666666666,0.970393745,33320.5,0.0652763982920569,13.5103,0.0614513494419966,6.048973065,0.14978847032079,0.967678755,55.29395,-0.155917,42.974,0.52289999,158268,318670,486734,0.6547,0.325163230840665,0.329536769159335,0.604908008658009,0.248896103896104,242763,231667,NA,490109,0.495,0.473,NA,0.38827380952381,0.54875,0
"529",2009,"Montana","MT","Schweitzer, Brian",2,1,1,4,2,1,0,0,NA,NA,NA,NA,6.76666666666667,1.02531505,35533,0.0035521264747783,12.81205,-0.0596091619187248,4.65020949,-0.178899348500443,0.982670485,51.81670025,-0.152475333,40.187,0.66820002,228879,236450,483489,0.489,0.473390294298319,0.0156097057016809,NA,NA,267928,201839,NA,484048,0.554,0.417,NA,0.44,0.52,1
"530",2013,"Montana","MT","Bullock, Steve",1,1,0,4,NA,0,0,0,0,2,NA,NA,4.59791666666666,NA,NA,NA,NA,NA,NA,NA,NA,49.571098,NA,NA,NA,236115,255933,509360,0.5025,0.463552300926653,0.0389476990733469,NA,NA,279240,177709,28037,494526,0.565,0.359,0.057,NA,NA,1
"531",2017,"Montana","MT","Bullock, Steve",2,1,1,4,2,1,0,0,NA,NA,NA,NA,4.04166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"532",1950,"North Carolina","NC","Scott, W. Kerr",1,1,1,4,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.60024766,NA,NA,NA,0.73470002,NA,NA,NA,NA,NA,NA,NA,NA,558107,652803,NA,1210910,0.461,0.539,NA,NA,NA,1
"533",1953,"North Carolina","NC","Umstead, William B.",1,1,1,4,1,1,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.609247,NA,NA,NA,0.67500001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"534",1955,"North Carolina","NC","Hodges, Luther H.",0,1,0,4,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61428648,NA,NA,44.735001,0.67500001,NA,NA,NA,NA,NA,NA,NA,NA,575062,590530,NA,1165592,0.493,0.507,NA,NA,NA,0
"535",1957,"North Carolina","NC","Hodges, Luther H.",1,1,1,4,1,1,0,1,NA,NA,NA,NA,NA,0.079161003,NA,NA,NA,NA,NA,NA,0.614314005,13.0603,NA,48.94075025,0.66949999,NA,NA,NA,NA,NA,NA,NA,NA,655420,713136,NA,1368556,0.479,0.521,NA,NA,NA,0
"536",1961,"North Carolina","NC","Sandord, Terry",1,1,1,4,1,1,0,0,0,4,NA,NA,NA,0.08767374975,1876,0.0626717976910389,1.86405,-0.0871434655228146,-2.0379184443,0.143422816458025,0.6457835,22.315175,NA,55.934001,0.5449,NA,NA,NA,NA,NA,NA,0.49,0.48,624844,800139,NA,1424983,0.438,0.562,NA,NA,NA,1
"537",1965,"North Carolina","NC","Moore, Dan K.",1,1,1,4,1,1,0,0,NA,NA,0,4,NA,0.11028725075,2240,0.0721841993689515,2.136545,0.126550947911163,-2.0194122141,-0.043564242342573,0.6697524925,3.326225125,NA,51.104,0.56590003,737075,821233,1558308,0.527,0.472996994175734,0.0540030058242658,NA,NA,627192,464113,496188,1587493,0.395,0.292,0.313,NA,NA,1
"538",1969,"North Carolina","NC","Scott, Robert W.",1,1,1,4,1,1,0,1,2,3,NA,NA,NA,0.1521069975,3452.5,0.118743669051726,2.346750025,-0.0682077855437442,-2.18179273605,0.138152979494666,0.73006925,15.851375,NA,43.77325075,0.52700001,729104,767470,1504785,0.51,0.484523702721651,0.0254762972783488,NA,NA,1054889,438705,NA,1518612,0.695,0.289,NA,NA,NA,0
"539",1973,"North Carolina","NC","Holshouser, James E. Jr.",1,0,1,4,1,1,0,0,NA,NA,0,2,7.4000001,0.21318525,5322,0.119427768895914,1.653429975,-0.0161595340861826,-3.02263255875,0.0201871290392742,0.8075319975,23.24547525,-0.228972,45.286,0.48719999,564092,1081293,1663814,0.6499,0.339035493150076,0.310864506849924,NA,NA,741960,927365,NA,1678914,0.442,0.552,NA,NA,NA,0
"540",1977,"North Carolina","NC","Hunt, James B. Jr.",1,1,0,4,1,1,0,0,0,4,NA,NA,5.375000125,0.3017012475,9569,0.167770838265113,1.896785025,0.0648898221764259,-3.22004021275,0.0303705627338665,0.66013898,24.17464975,-0.16681275,41.81700025,0.65719998,691449,1143145,1847432,0.6188,0.374275751421433,0.244524248578567,0.676666666666667,0.1,915018,875635,52800,1855833,0.493,0.472,0.028,NA,NA,1
"541",1981,"North Carolina","NC","Hunt, James B. Jr.",2,1,0,4,2,1,0,1,NA,NA,NA,NA,7.749999875,0.4193935,14665.5,0.0919466633577003,2.14757495,0.00171746355776378,-3.775202106,0.0602527044857302,0.68714449,30.7968505,-0.1996567455,41.3397495,0.62309998,1011209,1208167,2226727,0.5426,0.454123473600491,0.0884765263995092,0.575,0.333333333333333,1346481,824287,NA,2175361,0.619,0.379,NA,0.5575,0.425,0
"542",1985,"North Carolina","NC","Martin, James G.",1,0,0,4,2,0,0,0,0,2,NA,NA,4.70000005,0.48555375,21153.5,0.10925035811851,2.33059,0.00928545628518265,-4.82443832925,0.0440393485249803,0.8527220025,39.8168255,-0.23664875,43.73250025,0.45559999,957867,1222338,2180205,0.5607,0.439347217348827,0.121352782651173,0.59625,0.335,1237258,890167,NA,2134370,0.58,0.417,NA,0.755,0.245,0
"543",1989,"North Carolina","NC","Martin, James G.",2,0,1,4,2,1,0,0,NA,NA,NA,NA,4.82500005,0.5703010125,31916.25,0.0962196285464639,2.29591745,0.0228541831269623,-4.98891471955,0.014461178287599,0.9048505125,40.15557475,-0.2144417475,44.57275,0.4393,1121955,1368246,2595184,0.5272,0.432321947114347,0.0948780528856528,0.511375,0.446833333333333,1134661,1114042,357864,2611850,0.434,0.427,0.137,0.5325,0.33,0
"544",1993,"North Carolina","NC","Hunt, James B. Jr.",3,1,0,4,2,0,0,0,1,5,NA,NA,4.53333346666667,0.6441989975,47220,0.108505720022452,2.362444975,-0.0185557422441788,-4.558118153,-0.0294042524394547,0.87449625,41.4929495,-0.2407239975,34.76149975,0.54949999,1097053,1436638,2566185,0.5598,0.427503473054359,0.132296526945641,0.612125,0.273291666666666,1225938,1107849,168059,2515807,0.487,0.44,0.067,0.386041666666667,0.539583333333334,1
"545",1997,"North Carolina","NC","Hunt, James B. Jr.",4,1,1,4,2,1,0,0,NA,NA,NA,NA,3.47499995,0.7182889875,67301.25,0.0868251519670516,2.931167475,0.106660696446191,-3.700965606,-0.0717614691043847,0.90702924,44.0866995,-0.2299715025,31.37000125,0.56699997,1360960,1530324,2942062,0.5202,0.462587124268625,0.0576128757313748,0.65625,0.2925,1631163,1257692,NA,2911262,0.56,0.432,0,0.465555555555556,0.522222222222222,1
"546",2001,"North Carolina","NC","Easley, Michael F.",1,1,0,4,2,0,0,1,1,4,NA,NA,6.024999975,0.798674985,87981.75,0.0736793600505019,3.829485,0.0676473191960923,-3.234016643,-0.0333234120425527,0.8626722525,46.806325,-0.1832875,38.84199925,0.52929997,1495021,1939154,3486688,0.5562,0.428779690066906,0.127420309933094,0.502916666666667,0.345333333333333,1961166,1525849,NA,3501007,0.56,0.436,NA,0.562820175438597,0.348890350877193,0
"547",2005,"North Carolina","NC","Easley, Michael F.",2,1,1,4,2,1,0,1,NA,NA,NA,NA,5.2125,0.9200935075,126253.5,0.0719986461880764,4.703904975,0.0305624103118191,-2.75742196,0.0054385500903936,0.8531752525,56.08270075,-0.2126417525,36.8015005,0.56470001,2001168,2146189,4268941,0.5027,0.468773871552687,0.0339261284473129,0.515969696969697,0.360242424242424,2128474,2142651,NA,4310789,0.494,0.497,NA,0.401644736842105,0.550819757727652,0
"548",2009,"North Carolina","NC","Perdue, Beverly",1,1,1,4,2,0,0,0,1,3,NA,NA,10.2375,0.97647199,125343.5,-0.0248905264391026,4.66419985,-0.0425889178684074,-3.49764066,0.123034391166586,0.849211005,45.021201,-0.26249266,38.685501,0.51749998,1931580,2440707,4468295,0.5462,0.432285692864952,0.113914307135048,0.427272727272727,0.340909090909091,2270395,2178391,NA,4505372,0.504,0.484,NA,0.581,0.281,1
"549",2013,"North Carolina","NC","McCrory, Pat",1,0,1,4,2,0,0,0,0,6,NA,NA,6.27083333333334,NA,NA,NA,NA,NA,NA,NA,NA,43.667599,NA,NA,NA,2298880,2309157,4711014,0.4902,0.487979870151097,0.00222012984890302,NA,NA,2362631,2189316,130126,4741564,0.498,0.462,0.027,NA,NA,1
"550",2017,"North Carolina","NC","Cooper, Roy",1,1,1,4,2,0,0,0,NA,NA,NA,NA,4.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"551",1950,"North Dakota","ND","Aandahl, Fred G.",1,0,1,2,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.603333,NA,NA,NA,0.3371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"552",1951,"North Dakota","ND","Brunsdale, C. Norman",1,0,0,2,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59762451,NA,NA,NA,0.3371,NA,NA,NA,NA,NA,NA,NA,NA,191712,76694,NA,270127,0.71,0.284,NA,NA,NA,1
"553",1953,"North Dakota","ND","Brunsdale, C. Norman",2,0,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.582693515,NA,NA,NA,0.21259999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"554",1955,"North Dakota","ND","Brunsdale, C. Norman",3,0,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.603165505,NA,NA,44.410999,0.35789999,NA,NA,NA,NA,NA,NA,NA,NA,156766,96742,NA,253991,0.617,0.381,NA,NA,NA,0
"555",1957,"North Dakota","ND","Davis, John E.",1,0,0,2,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.674627515,NA,NA,48.7045005,0.4154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"556",1959,"North Dakota","ND","Davis, John E.",2,0,1,2,0,0,0,0,NA,NA,NA,NA,NA,0.121512,NA,NA,NA,NA,NA,NA,0.780379985,42.9767,NA,55.0510005,0.46900001,NA,NA,NA,NA,NA,NA,NA,NA,154310,123963,NA,278431,0.554,0.445,NA,NA,NA,0
"557",1961,"North Dakota","ND","Guy, William L.",1,1,0,2,0,0,0,0,0,1,NA,NA,NA,0.1252305,NA,NA,NA,NA,NA,NA,0.89369053,45.4788495,NA,58.823498,0.52640003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"558",1963,"North Dakota","ND","Guy, William L.",2,1,0,2,0,0,0,0,NA,NA,NA,NA,NA,0.130315505,73091,0.0693941109852774,1.121781505,0.26447998901372,-2.7801869393,-0.0556516832481105,0.94024101,50.0820995,NA,57.3745,0.50440001,NA,NA,NA,NA,NA,NA,0.63,0.35,108207,149784,NA,258389,0.419,0.58,NA,0.513157894736842,0.364736842105263,1
"559",1965,"North Dakota","ND","Guy, William L.",3,1,0,4,0,0,0,0,NA,NA,NA,NA,NA,0.15111975,89700.25,0.0721824833520113,1.470507475,0.0723647872572574,-2.6854497391,-0.0010664979773207,0.925746245,39.16770075,NA,57.6254995,0.55739999,108380,135955,247998,0.5482,0.437019653384301,0.111180346615699,NA,NA,138669,94769,14244,247882,0.559,0.382,0.057,NA,NA,1
"560",1969,"North Dakota","ND","Guy, William L.",4,1,1,4,0,0,0,1,NA,NA,NA,NA,NA,0.19579425,116436.5,0.0625579578022238,1.644650025,0.0327215378825342,-2.88389273605,0.0196636544049857,0.8648810075,48.93684975,NA,50.4565,0.5564,138032,143899,281931,0.5104,0.489594971819346,0.0208050281806541,NA,NA,174109,100384,NA,280514,0.621,0.358,NA,NA,NA,0
"561",1973,"North Dakota","ND","Link, Arthur A.",1,1,0,4,0,0,0,1,0,2,NA,NA,3.64999995,0.2725650025,150088.75,0.0644064039121319,1.371535,-0.0546639995008559,-3.30452753375,0.0419455212459406,0.90087627,50.54052425,-0.42653501,45.6952505,0.5104,138321,153309,297249,0.5158,0.465337141588365,0.0504628584116347,NA,NA,153470,136078,NA,297188,0.516,0.458,NA,NA,NA,0
"562",1977,"North Dakota","ND","Link, Arthur A.",2,1,1,4,0,0,0,0,NA,NA,NA,NA,4.50000005,0.366325,208356,0.0962231494681536,1.808325025,0.231187679519252,-3.30850021275,-0.0543599343353802,0.928436995,41.0429495,-0.23925725,41.4834995,0.52569997,140391,162230,302621,0.5361,0.463916912573813,0.0721830874261866,NA,NA,193695,79189,23640,301545,0.642,0.263,0.078,NA,NA,1
"563",1981,"North Dakota","ND","Olson, Allen I.",1,0,1,4,0,0,0,0,0,2,NA,NA,5.399999975,0.4906597525,297195.5,0.0955209568969242,3.3434624,0.134741353613143,-2.579314656,-0.0345412129079888,0.8542530075,64.20639975,-0.17751849775,39.67899975,0.4639,NA,NA,NA,NA,NA,NA,0.445,0.51,200336,104429,NA,308971,0.648,0.338,NA,NA,NA,0
"564",1985,"North Dakota","ND","Sinner, George",1,1,0,4,0,0,0,1,0,2,NA,NA,5.550000075,0.5478214925,407312,0.0769617893411255,7.23908745,0.1932190381187,0.0840591207500001,-1.16971610026914,0.9835884875,69.43225125,-0.25212874725,42.8075,0.55320001,119986,179094,299080,0.5988,0.401183629798047,0.197616370201953,0.56875,0.39375,166559,127739,NA,297261,0.56,0.43,NA,NA,NA,0
"565",1989,"North Dakota","ND","Sinner, George",2,1,1,4,0,0,0,1,NA,NA,NA,NA,4.300000075,0.6338182375,495871,0.0330198033612053,8.1062278,-0.00301393439641479,0.821395630450001,-0.0485986902462814,0.985688,59.9634255,-0.1590252525,44.26375,0.5988,123845,176398,304861,0.5786,0.406234316622986,0.172365683377014,0.54,0.36,136244,99168,71084,308133,0.442,0.322,0.231,NA,NA,0
"566",1993,"North Dakota","ND","Schafer, Edward T.",1,0,0,4,0,0,0,1,0,1,NA,NA,3.55000005,0.7105897525,573908.75,0.0452442440723579,5.59466255,-0.104637065048513,-1.325900578,-0.437556595132373,0.886987505,56.519925,-0.313553745,35.7524995,0.41249999,89349,174937,264298,0.6619,0.338061582002134,0.323838417997866,0.625,0.22875,125050,106905,32515,266411,0.469,0.401,0.122,0.36,0.64,1
"567",1997,"North Dakota","ND","Schafer, Edward T.",2,0,0,4,0,0,0,1,NA,NA,NA,NA,2.9,0.78036032,706824.666666667,0.0533151463447011,6.32872006666667,0.0353526968611464,-0.289621046666666,0.30483544368622,0.75774167,55.8916666666667,-0.262940996666667,30.2183326666667,0.33809999,130144,159255,289412,0.5503,0.449684187248628,0.100615812751372,NA,NA,174852,95284,9486,288256,0.607,0.331,0.033,0.52,0.47,1
"568",1999,"North Dakota","ND","Schafer, Edward T.",3,0,1,4,0,0,0,1,NA,NA,NA,NA,3.4000001,0.78626698,732103,0.0634879822428305,7.7147198,0.534534709790349,1.041210816,-1.63938335454183,0.75544298,62.1241,-0.22564299,28.882,0.33809999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"569",2001,"North Dakota","ND","Hoeven, John",1,0,0,4,0,0,0,0,0,1,NA,NA,3.550000025,0.863960505,842710.5,0.0378077079975489,7.654809925,-0.035954486252105,0.591308282,-0.974979736270106,0.767642765,60.0488005,-0.2537559975,35.17425075,0.4497,84877,220803,309873,0.7126,0.273908988521104,0.438691011478896,0.75,0.2,196651,111052,NA,312833,0.629,0.355,NA,0.49,0.435,0
"570",2005,"North Dakota","ND","Hoeven, John",2,0,0,NA,0,0,0,0,NA,NA,NA,NA,3.21875,0.969346495,1040485.25,0.0540713191171819,6.5136324,-0.0360259978510736,-0.947694535,1.39650388470925,0.748444005,65.377099,-0.155272004,36.4385005,0.27770001,74279,235009,315692,0.7444,0.235289459346452,0.509110540653548,0.736136363636364,0.162916666666667,168601,141278,NA,316621,0.533,0.446,NA,0.427445887445887,0.541168831168831,0
"571",2009,"North Dakota","ND","Hoeven, John",3,0,1,4,0,0,0,0,NA,NA,NA,NA,3.94166666666666,1.02628,1150000,0.0454545454545454,6.1540451,0.0152215065543068,-2.00779541,0.0792445565920224,0.758379485,49.3790495,-0.256747,36.774,0.2402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"572",2011,"North Dakota","ND","Dalrymple, Jack",0,0,0,4,0,0,0,0,NA,NA,NA,NA,3.26666666666667,NA,NA,NA,NA,NA,NA,NA,NA,44.81575,-0.061615001,NA,NA,109047,200526,317812,0.631,0.343117943941701,0.287882056058299,NA,NA,188320,124966,NA,322932,0.583,0.387,NA,NA,NA,1
"573",2013,"North Dakota","ND","Dalrymple, Jack",1,0,1,4,0,0,0,0,0,1,NA,NA,2.86041666666667,NA,NA,NA,NA,NA,NA,NA,NA,44.7005,NA,NA,NA,65855,259863,339601,0.7652,0.193918745822303,0.571281254177697,NA,NA,216794,93758,21434,344360,0.63,0.272,0.062,NA,NA,1
"574",2017,"North Dakota","ND","Burgum, Doug",1,0,1,4,0,0,0,0,NA,NA,NA,NA,2.59166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"575",1950,"Nebraska","NE","Peterson, Val",1,0,1,2,2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,421603,188057,NA,609660,0.692,0.308,NA,NA,NA,1
"576",1953,"Nebraska","NE","Crosby, Robert B.",1,0,1,2,2,0,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"577",1955,"Nebraska","NE","Anderson, Victor E.",1,0,0,2,2,0,0,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.921001,NA,NA,NA,NA,NA,NA,NA,NA,NA,378108,199029,NA,577137,0.655,0.345,NA,NA,NA,0
"578",1957,"Nebraska","NE","Anderson, Victor E.",2,0,1,2,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.998001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"579",1959,"Nebraska","NE","Brooks, Ralph G.",1,1,1,2,2,0,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.220001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"580",1960,"Nebraska","NE","Brooks, Ralph G. then Dwight W. Burney",999,0.69125682,1,2,2,0,0,0,NA,NA,NA,NA,NA,0.122327,NA,NA,NA,NA,NA,NA,NA,21.4545,NA,53.971001,NA,NA,NA,NA,NA,NA,NA,NA,NA,380553,232542,NA,613095,0.621,0.379,NA,NA,NA,0
"581",1961,"Nebraska","NE","Morrison, Frank B.",1,1,0,2,2,0,0,0,0,4,NA,NA,NA,0.124383495,NA,NA,NA,NA,NA,NA,NA,29.0753,NA,58.9584995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"582",1963,"Nebraska","NE","Morrison, Frank B.",2,1,0,2,2,0,0,0,NA,NA,NA,NA,NA,0.128885,13060.5,0.0666983147400901,0.575512485,0.388117701979335,-3.3264559593,-0.0249895892135924,NA,29.4439495,NA,54.6149995,NA,NA,NA,NA,NA,NA,NA,0.76,0.22,276847,307307,NA,584154,0.474,0.526,NA,0.48,0.396111111111111,1
"583",1965,"Nebraska","NE","Morrison, Frank B.",3,1,1,2,2,0,0,0,NA,NA,NA,NA,NA,0.142839995,15255,0.0882719864109242,1.0679775,0.375375889721789,-2.9533683349,-0.0770367242167361,NA,23.9708995,NA,56.0900005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"584",1967,"Nebraska","NE","Teimann, Norbert T.",1,0,1,4,2,0,0,1,0,4,NA,NA,NA,0.1689987525,19959.75,0.0937061447989429,0.969242525,-0.0268291582462916,-3.3714264897,0.0488386178203044,NA,26.31844975,NA,55.79399975,NA,201994,248552,461619,0.5384,0.437577309426172,0.100822690573828,NA,NA,321163,170784,44904,536851,0.598,0.318,0.084,NA,NA,1
"585",1971,"Nebraska","NE","Exon, J. James",1,1,0,4,2,0,0,1,0,3,NA,NA,NA,0.2199267475,29600.5,0.101740856017419,0.8499272475,-0.0945298076188515,-3.80340780595,0.0409725382436149,NA,28.75337525,NA,49.6274995,NA,159780,267012,451306,0.5916,0.354039166330605,0.237560833669395,NA,NA,406298,169991,NA,576289,0.705,0.295,NA,NA,NA,0
"586",1975,"Nebraska","NE","Exon, J. James",2,1,1,4,2,1,0,1,NA,NA,NA,NA,3.45000005,0.30044175,42535.25,0.104032503383757,0.4625467525,-0.157323456562221,-4.35086799955,0.0459017734463283,NA,28.4909,0.0152929996666667,45.50450025,NA,216754,275473,492423,0.5594,0.44017846445028,0.11922153554972,NA,NA,359705,233692,NA,607668,0.592,0.385,NA,NA,NA,0
"587",1979,"Nebraska","NE","Thone, Charles",1,0,1,4,2,0,0,1,0,4,NA,NA,4.34999995,0.42639851,62036.5,0.0847827777506645,0.99055575,0.680069827530064,-4.46753169985,-0.013880749455903,NA,26.4208255,-0.192999495,39.1405,NA,270203,277436,547902,0.5064,0.493159360615585,0.0132406393844154,NA,NA,419937,166851,44993,640854,0.655,0.26,0.07,NA,NA,1
"588",1983,"Nebraska","NE","Kerrey, Bob",1,1,1,4,2,0,0,1,0,2,NA,NA,5.149999975,0.510662495,91753.5,0.110414098909272,3.3151825,0.386408444409346,-3.37570753725,-0.106179454578521,NA,21.15887475,-0.23023424525,41.7907505,NA,265156,298325,564422,0.5285,0.469783247286605,0.0587167527133953,0.78,NA,460054,187866,NA,652090,0.706,0.288,NA,NA,NA,0
"589",1987,"Nebraska","NE","Orr, Kay A.",1,0,1,4,2,0,0,0,0,6,NA,NA,3.449999975,0.5828954875,127772.25,0.0746452635457153,4.676937475,-0.0486815756099271,-2.4498058301,0.0665789922771803,NA,38.9235495,-0.13960725075,44.5249995,NA,288741,292771,586542,0.4991,0.492276767904089,0.00682323209591129,0.495625,0.396875,397956,259235,NA,661465,0.602,0.392,NA,NA,NA,0
"590",1991,"Nebraska","NE","Nelson, Earl """"""""Ben""""""""",1,1,0,4,2,0,0,1,0,5,NA,NA,2.8,0.6719437525,163749.5,0.0675287622366478,4.12004495,-0.0373629139674584,-3.1702864606,0.0421760889339595,NA,40.8153,-0.16369175275,40.94875075,NA,148230,423270,579561,0.7303,0.255762551310388,0.474537448689612,0.583333333333333,0.316666666666667,343678,216864,174104,737546,0.466,0.294,0.236,0.559166666666666,0.411666666666667,0
"591",1995,"Nebraska","NE","Nelson, Earl """"""""Ben""""""""",2,1,1,4,2,1,0,0,NA,NA,NA,NA,2.7,0.750938995,217234.25,0.076146238506314,3.12931245,0.0302826599678922,-3.5411283205,-0.0395217315679895,NA,33.476574,-0.2246042525,31.59499975,NA,250678,293910,545238,0.539,0.4597588575998,0.0792411424001996,0.733888888888889,0.22,363467,236761,71278,677415,0.537,0.35,0.105,0.417777777777778,0.555555555555556,1
"592",1999,"Nebraska","NE","Johanns, Mike",1,0,0,4,2,0,0,1,1,3,NA,NA,3.149999975,0.83044526,285397,0.0563654993802148,3.238122525,0.00324117554048967,-3.5770517755,0.0439659444784183,NA,29.3522245,-0.231062,34.07925025,NA,132348,330349,480991,0.6868,0.275156915617964,0.411643084382036,0.795,0.135,433862,231780,24540,697019,0.622,0.333,0.035,0.42,0.54,1
"593",2003,"Nebraska","NE","Johanns, Mike",2,0,1,4,2,1,0,0,NA,NA,NA,NA,3.9,0.89428851,319185,0.041387728259198,3.01259505,-0.119955848140816,-4.160333234,0.126993131910195,NA,30.2855005,-0.148940005,36.619999,NA,NA,NA,NA,NA,NA,NA,NA,NA,512814,254328,NA,778186,0.659,0.327,NA,NA,NA,0
"594",2005,"Nebraska","NE","Heineman, Dave",0,0,0,4,2,0,0,0,NA,NA,NA,NA,3.46666666666667,0.950385005,367011.5,0.0757795944796869,2.51146495,-0.0256016837338371,-4.724386027,0.0285863342402116,NA,27.5425505,-0.300289495,36.177,NA,145115,435507,593357,0.734,0.244566087532464,0.489433912467537,0.642272727272728,0.241534090909091,NA,NA,NA,NA,NA,NA,NA,0.516688311688312,0.452532467532467,0
"595",2007,"Nebraska","NE","Heineman, Dave",1,0,0,4,2,0,0,0,0,3,NA,NA,3.90208333333333,1.01759275,408467.25,0.0291386132067371,2.887110075,0.00297568611343904,-5.0372116265,0.0468668661444843,NA,37.13237475,-0.2139077475,39.3569995,NA,127343,360645,487988,0.739,0.260955187422642,0.478044812577359,0.63,0.23,452979,333319,NA,801281,0.565,0.416,NA,0.355,0.5925,0
"596",2011,"Nebraska","NE","Heineman, Dave",3,0,1,4,2,1,0,0,NA,NA,NA,NA,3.86041666666667,NA,NA,NA,NA,NA,NA,NA,NA,32.9125326666667,-0.118015,NA,NA,211905,308751,540202,0.5715,0.392269928656317,0.179230071343683,NA,NA,475064,302081,NA,794379,0.598,0.38,NA,NA,NA,1
"597",2015,"Nebraska","NE","Ricketts, Pete",1,0,1,4,2,0,0,0,NA,NA,NA,NA,3.01388888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,495961,284494,38946,844227,0.587,0.337,0.046,NA,NA,1
"598",1950,"New Hampshire","NH","Adams, Sherman",1,0,0,2,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.759225995,NA,NA,NA,0.4303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"599",1952,"New Hampshire","NH","Adams, Sherman",2,0,1,2,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75286603,NA,NA,NA,0.36849999,NA,NA,NA,NA,NA,NA,NA,NA,166287,106663,NA,272950,0.609,0.391,NA,NA,NA,1
